Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2,Price_Clean,Lot_Size,Living_Space,Build_Year,Total_Rooms,Bedrooms,Number_of_Floors
Gouvernestraat 31,Tiel,€ 315.000,139 m²,98 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.600,315000.0,139,98,1998.0,5.0,4.0,3.0
Prozastraat 25,Gorinchem,€ 525.000,295 m²,143 m²,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.670,525000.0,295,143,1996.0,6.0,5.0,3.0
Van Leuffenpad 15,IJsselstein,€ 485.000,137 m²,139 m²,2000,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum en in woonwijk,Patio/atrium,450,485000.0,137,139,2000.0,4.0,3.0,3.0
Van Boshuizenstraat 233,Amsterdam,€ 850.000,127 m²,161 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,E,In woonwijk,Achtertuin,8.105,850000.0,127,161,1962.0,6.0,3.0,3.0
Nieuwe Wei 12,Gapinge,€ 292.125 v.o.n.,142 m²,102 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,375,,142,102,2009.0,4.0,3.0,2.0
Maasnielderweg 9,Roermond,€ 375.000,618 m²,140 m²,1910,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,Beschutte ligging,Achtertuin,1.905,375000.0,618,140,1910.0,6.0,3.0,3.0
Prinses Beatrixstraat 20,Arkel,€ 299.500,152 m²,82 m²,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,Achtertuin,2.805,299500.0,152,82,1957.0,4.0,3.0,2.0
Korte Hezeweg 1,Apeldoorn,€ 475.000,308 m²,110 m²,1928,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",2.455,475000.0,308,110,1928.0,5.0,3.0,2.0
Marterweide 49,Nieuwegein,€ 550.000,289 m²,141 m²,1977,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,€ 3.411,550000.0,289,141,1977.0,5.0,4.0,3.0
Wilgenbeemd 28,Assen,€ 269.000,165 m²,98 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,800,269000.0,165,98,1993.0,5.0,4.0,2.0
Bachplein 14,Maarssen,€ 675.000,333 m²,160 m²,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",905,675000.0,333,160,1971.0,6.0,5.0,3.0
Dr. Colijnstraat 3,Veenendaal,€ 485.000,280 m²,131 m²,1939,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.020,485000.0,280,131,1939.0,5.0,4.0,3.0
Voorburgstraat 1,Loenersloot,€ 450.000,222 m²,100 m²,1955,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",315,450000.0,222,100,1955.0,3.0,2.0,2.0
Roodkapje 2,Eindhoven,€ 425.000,203 m²,121 m²,1994,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",7.235,425000.0,203,121,1994.0,5.0,3.0,3.0
Papenstraat 15,Deventer,€ 825.000,166 m²,218 m²,1650,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,G,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en zonneterras,825,825000.0,166,218,1650.0,7.0,4.0,3.0
De Vlashoven 18,Noordwijkerhout,€ 798.000,624 m²,121 m²,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In woonwijk,Tuin rondom,,798000.0,624,121,1967.0,5.0,4.0,2.0
Murraystraat 21,Pernis Rotterdam,€ 270.000,157 m²,75 m²,1916,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,4.880,270000.0,157,75,1916.0,4.0,2.0,2.0
Overtonweg 18,Haarlem,€ 750.000,133 m²,140 m²,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.885,750000.0,133,140,1920.0,5.0,4.0,3.0
Chopinstraat 9,Groenlo,€ 435.000,431 m²,160 m²,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,315,435000.0,431,160,1971.0,6.0,4.0,3.0
Bourgondischelaan 23,Amstelveen,€ 985.000,145 m²,143 m²,1959,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers,2 woonlagen,C,"Aan park, aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin,3.735,985000.0,145,143,1959.0,6.0,5.0,2.0
Duval Slothouwerstraat 50,Doetinchem,€ 275.000,158 m²,105 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,2.475,275000.0,158,105,1971.0,5.0,4.0,2.0
Dokter Hiemstralaan 108,Gorinchem,€ 350.000,217 m²,117 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.050,350000.0,217,117,1975.0,5.0,4.0,3.0
de Bergkamp 6,Overloon,€ 550.000,593 m²,157 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning (split-level woning)",Zadeldak bedekt met asbest en pannen,7 kamers (5 slaapkamers),1 badkamer,3 woonlagen,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.705,550000.0,593,157,1972.0,7.0,5.0,3.0
Dijkstraat 43,Brielle,€ 479.000,103 m²,133 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,B,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,2.980,479000.0,103,133,1993.0,5.0,4.0,3.0
Langestraat 10,Braamt,€ 465.000,648 m²,185 m²,1905,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,G,In centrum,Tuin rondom,675,465000.0,648,185,1905.0,5.0,4.0,2.0
Baak van Terneuzen 35,Amersfoort,€ 619.000,116 m²,139 m²,2019,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,€ 4.077,619000.0,116,139,2019.0,4.0,3.0,3.0
Duivenvoorde 38,Amstelveen,€ 695.000,135 m²,137 m²,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,In woonwijk,Achtertuin en voortuin,3.020,695000.0,135,137,2012.0,4.0,3.0,3.0
Kruizemuntstraat 53,Apeldoorn,€ 300.000,167 m²,120 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,3.255,300000.0,167,120,1970.0,5.0,4.0,3.0
Kayersdijk 88,Apeldoorn,€ 315.000,249 m²,84 m²,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,In woonwijk,Achtertuin en voortuin,3.060,315000.0,249,84,1968.0,4.0,3.0,2.0
Ilpendamstraat 12,Zaandam,€ 470.000,128 m²,139 m²,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,A,Aan rustige weg en vrij uitzicht,Achtertuin,8.965,470000.0,128,139,1985.0,4.0,3.0,3.0
Laan van Broekpolder 126,Beverwijk,€ 400.000,93 m²,107 m²,2002,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin,2.620,400000.0,93,107,2002.0,4.0,3.0,3.0
Valklaan 12,Eindhoven,€ 799.000,332 m²,167 m²,1920,Bestaande bouw,"Herenhuis, hoekwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",2.255,799000.0,332,167,1920.0,5.0,4.0,3.0
Vliervlinder 2,Diemen,€ 650.000,131 m²,121 m²,1994,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,1.400,650000.0,131,121,1994.0,5.0,4.0,3.0
Joke Smitlaan 116,Voorschoten,€ 450.000,120 m²,94 m²,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,5.625,450000.0,120,94,1985.0,5.0,4.0,3.0
Haagdoornstraat 48,Arnhem,€ 275.000,118 m²,78 m²,1940,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en beschutte ligging,Achtertuin en voortuin,4.460,275000.0,118,78,1940.0,4.0,3.0,2.0
Laan van Mariëndael 4,Sint-Oedenrode,€ 489.000,219 m²,146 m²,1959,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.080,489000.0,219,146,1959.0,7.0,5.0,2.0
Regimentslaan 32,Zuidlaren,€ 395.000,235 m²,122 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin,4.045,395000.0,235,122,1997.0,4.0,3.0,3.0
Vlaanderenlaan 47,Nunspeet,€ 499.000,272 m²,157 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,C,"In bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,9.095,499000.0,272,157,1971.0,6.0,5.0,4.0
Laan van Koot 1,Wassenaar,€ 1.145.000,422 m²,144 m²,1934,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,"2 woonlagen, een vliering en een kelder",D,Aan rustige weg en in woonwijk,Tuin rondom,515,1145000.0,422,144,1934.0,5.0,3.0,2.0
Finsterwoldepad 76,Arnhem,€ 290.000,165 m²,130 m²,1972,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.590,290000.0,165,130,1972.0,5.0,4.0,3.0
Kolibrievlinder 13,Utrecht,€ 550.000,135 m²,136 m²,2009,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.745,550000.0,135,136,2009.0,6.0,5.0,3.0
Purmerland 81 A,Purmerland,€ 985.000,935 m²,234 m²,2008,Bestaande bouw,"Woonboerderij, 2-onder-1-kapwoning",Tentdak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,Aan water en vrij uitzicht,"Achtertuin, voortuin en zijtuin",,985000.0,935,234,2008.0,5.0,3.0,3.0
Hofhooistraat 14,Dreumel,€ 367.500,220 m²,112 m²,1970,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin",2.610,367500.0,220,112,1970.0,4.0,3.0,3.0
Hagenweg 4,Beekbergen,€ 700.000,594 m²,176 m²,1980,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 3 aparte toiletten,"4 woonlagen, een vliering en een kelder",C,In woonwijk,Tuin rondom,2.535,700000.0,594,176,1980.0,7.0,5.0,4.0
Regenwulpstraat 4,Zierikzee,€ 625.000,566 m²,225 m²,2020,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers,2 woonlagen en een vliering,A+++,In woonwijk,Tuin rondom,4.640,625000.0,566,225,2020.0,7.0,5.0,2.0
Stationsstraat 83,Elsloo (LI),€ 149.000,40 m²,80 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In centrum en in woonwijk,,7.020,149000.0,40,80,1980.0,5.0,2.0,2.0
Burgemeester Nieuwenhuijsenstraat 54,Limmen,€ 550.000,423 m²,125 m²,1984,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,2.700,550000.0,423,125,1984.0,4.0,3.0,3.0
Kalmoes 11,Berlicum,€ 595.000,250 m²,167 m²,2017,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,A,,Achtertuin en voortuin,2.265,595000.0,250,167,2017.0,7.0,4.0,2.0
Smidstraat 16,Ederveen,€ 650.000,340 m²,133 m²,1989,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Tuin rondom,2.275,650000.0,340,133,1989.0,5.0,4.0,3.0
Hegdambroek 1509,Nijmegen,€ 298.000,148 m²,103 m²,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.780,298000.0,148,103,1983.0,5.0,4.0,3.0
Thorbeckelaan 6,Etten-Leur,€ 459.000,250 m²,126 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Plat dak bedekt met kunststof,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,B,"Aan park, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.915,459000.0,250,126,1993.0,4.0,3.0,2.0
Saltshof 2034,Wijchen,€ 375.000,235 m²,107 m²,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.135,375000.0,235,107,1992.0,4.0,3.0,3.0
Ambachtstraat 62,Hillegom,€ 419.000,151 m²,101 m²,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,1.865,419000.0,151,101,1931.0,6.0,4.0,3.0
De Lipizzaner 26,Dronten,€ 389.500,299 m²,127 m²,1991,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.025,389500.0,299,127,1991.0,4.0,3.0,2.0
Marconihof 15,Beverwijk,€ 495.000,224 m²,121 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.085,495000.0,224,121,1972.0,5.0,4.0,3.0
Mandenmakerstraat 1,Purmerend,€ 325.000,159 m²,114 m²,1983,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,4.310,325000.0,159,114,1983.0,4.0,3.0,3.0
Anjelierstraat 19,Leeuwarden,€ 217.500,142 m²,112 m²,1928,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),2 badkamers,2 woonlagen,G,Aan rustige weg en in woonwijk,Voortuin en zijtuin,€ 2.233,217500.0,142,112,1928.0,6.0,4.0,2.0
Kandelaarweg 91,Rotterdam,€ 400.000,51 m²,64 m²,1870,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer,1 woonlaag en een zolder,G,Landelijk gelegen,,65,400000.0,51,64,1870.0,3.0,1.0,1.0
Dr. J.J.P. Oudsingel 60,Rotterdam,€ 399.000,140 m²,111 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,10.995,399000.0,140,111,1965.0,5.0,4.0,3.0
Gladiolenlaan 7,Bennebroek,€ 500.000,127 m²,94 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,G,In woonwijk,Achtertuin en voortuin,1.050,500000.0,127,94,1960.0,4.0,3.0,3.0
Boshuysenstraat 26,Katwijk (ZH),€ 385.000,105 m²,116 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.120,385000.0,105,116,1964.0,5.0,4.0,2.0
Schoolstraat 6,Vrouwenpolder,€ 999.000,666 m²,195 m²,2006,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,B,In centrum,Achtertuin en zijtuin,760,999000.0,666,195,2006.0,4.0,3.0,2.0
Schoollaan 5,Limmen,€ 1.200.000,1.754 m²,289 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom en voortuin",2.100,1200000.0,1754,289,1969.0,6.0,5.0,3.0
Banakkerstraat 48,Etten-Leur,€ 285.000,205 m²,103 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,825,285000.0,205,103,1960.0,4.0,3.0,2.0
Vinkenlaan 37,Noordwijk (ZH),€ 849.000,225 m²,176 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,E,In centrum en in woonwijk,Tuin rondom,€ 4.022,849000.0,225,176,1930.0,8.0,5.0,2.0
Bruggertstraat 263,Enschede,€ 250.000,235 m²,115 m²,1936,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.635,250000.0,235,115,1936.0,5.0,4.0,3.0
Engelsbergenstraat 79,Eindhoven,€ 1.050.000,467 m²,204 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,630,1050000.0,467,204,1989.0,6.0,5.0,3.0
Douzastraat 24,Noordwijk (ZH),€ 425.000,76 m²,78 m²,1900,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,€ 4.481,425000.0,76,78,1900.0,4.0,3.0,2.0
Borgersstraat 2,Duiven,€ 695.000,573 m²,217 m²,2012,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,"Aan rustige weg, in woonwijk en open ligging",Tuin rondom,910,695000.0,573,217,2012.0,5.0,4.0,2.0
Kennemerstraatweg 328,Heiloo,€ 895.000,545 m²,187 m²,Voor 1906,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,G,"Aan drukke weg, in bosrijke omgeving, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.380,895000.0,545,187,,6.0,5.0,3.0
Tulastraat 11,Rotterdam,€ 675.000,111 m²,159 m²,2022,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,4 woonlagen,A+++,"Aan bosrand, aan park en in centrum",Achtertuin,1.280,675000.0,111,159,2022.0,6.0,4.0,4.0
Boekweitstrjitte 68,Harkema,€ 250.000,262 m²,140 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,4.025,250000.0,262,140,1971.0,5.0,4.0,3.0
Grensstraat 31,Beverwijk,€ 250.000,50 m²,78 m²,1928,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,G,In woonwijk,Zonneterras,1.035,250000.0,50,78,1928.0,3.0,2.0,2.0
Bilderdijkstraat 12,Zwolle,€ 375.000,122 m²,89 m²,1963,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.065,375000.0,122,89,1963.0,5.0,4.0,3.0
Korte Bergweg 37,Huis ter Heide (UT),€ 895.000,391 m²,168 m²,1994,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,665,895000.0,391,168,1994.0,7.0,6.0,3.0
Dr Berlagelaan 15 m,Eindhoven,€ 375.000,137 m²,114 m²,1991,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,4.175,375000.0,137,114,1991.0,5.0,4.0,3.0
